user_id,job_role,company_remote,salary_usd,location,nomad_visa,productivity,burnout_level,timestamp
DN-2023-0135,Software Developer,Y,53103,"Mexico City, Mexico",N,10,4,2023-05-15
DN-2023-0136,SEO Specialist,N,83994,"Ho Chi Minh City, Vietnam",Y,10,1,2023-05-16
DN-2023-0137,Content Creator,Y,75575,"Dubai, UAE",Y,7,6,2023-05-17
DN-2023-0138,Product Manager,Y,114602,"Dubai, UAE",N,9,3,2023-05-18
DN-2023-0139,DevOps Engineer,Y,118698,"Ho Chi Minh City, Vietnam",Y,8,1,2023-05-19
DN-2023-0140,Digital Marketer,Y,44824,"Bangkok, Thailand",N,7,3,2023-05-20
DN-2023-0141,SEO Specialist,Y,66794,"Tallinn, Estonia",N,10,5,2023-05-21
DN-2023-0142,Data Analyst,Y,50116,"Mexico City, Mexico",Y,10,3,2023-05-22
DN-2023-0143,Content Creator,Y,81874,"Bali, Indonesia",Y,5,1,2023-05-23
DN-2023-0144,Data Analyst,Y,64577,"Dubai, UAE",N,9,4,2023-05-24
DN-2023-0145,Data Scientist,N,104356,"Berlin, Germany",Y,5,1,2023-05-25
DN-2023-0146,Data Scientist,Y,106446,"Barcelona, Spain",Y,7,1,2023-05-26
DN-2023-0147,Content Creator,N,108258,"Bangkok, Thailand",N,5,5,2023-05-27
DN-2023-0148,Content Creator,N,68292,"Tallinn, Estonia",N,10,2,2023-05-28
DN-2023-0149,Digital Marketer,N,75235,"Ho Chi Minh City, Vietnam",N,9,1,2023-05-29
DN-2023-0150,Content Creator,Y,43702,"Medellin, Colombia",Y,4,5,2023-05-30
DN-2023-0151,UX Designer,N,109173,"Bali, Indonesia",N,9,4,2023-05-31
DN-2023-0152,Data Analyst,Y,68731,"Tallinn, Estonia",N,9,5,2023-06-01
DN-2023-0153,DevOps Engineer,Y,122194,"Berlin, Germany",N,8,5,2023-06-02
DN-2023-0154,Graphic Designer,Y,73521,"Tallinn, Estonia",N,4,3,2023-06-03
DN-2023-0155,Content Creator,N,62252,"Dubai, UAE",Y,4,2,2023-06-04
DN-2023-0156,Product Manager,Y,56327,"Barcelona, Spain",N,4,2,2023-06-05
DN-2023-0157,Data Scientist,N,102542,"Ho Chi Minh City, Vietnam",N,8,6,2023-06-06
DN-2023-0158,UX Designer,Y,67025,"Tallinn, Estonia",Y,7,4,2023-06-07
DN-2023-0159,SEO Specialist,N,88866,"Bali, Indonesia",Y,3,6,2023-06-08
DN-2023-0160,Graphic Designer,N,80785,"Tallinn, Estonia",N,6,5,2023-06-09
DN-2023-0161,DevOps Engineer,Y,55751,"Medellin, Colombia",Y,5,4,2023-06-10
DN-2023-0162,Graphic Designer,N,75057,"Bangkok, Thailand",Y,7,4,2023-06-11
DN-2023-0163,Content Creator,Y,75392,"Dubai, UAE",Y,6,2,2023-06-12
DN-2023-0164,Digital Marketer,Y,95201,"Barcelona, Spain",Y,9,2,2023-06-13
DN-2023-0165,Data Scientist,Y,62642,"Berlin, Germany",Y,9,2,2023-06-14
DN-2023-0166,Data Scientist,Y,105003,"Ho Chi Minh City, Vietnam",Y,6,1,2023-06-15
DN-2023-0167,SEO Specialist,Y,93664,"Ho Chi Minh City, Vietnam",N,8,5,2023-06-16
DN-2023-0168,Digital Marketer,Y,78178,"Bangkok, Thailand",N,8,4,2023-06-17
DN-2023-0169,Data Analyst,Y,69918,"Lisbon, Portugal",N,6,5,2023-06-18
DN-2023-0170,Software Developer,N,113071,"Lisbon, Portugal",Y,8,4,2023-06-19
DN-2023-0171,UX Designer,N,66114,"Berlin, Germany",N,5,4,2023-06-20
DN-2023-0172,Data Scientist,N,59284,"Tallinn, Estonia",N,4,6,2023-06-21
DN-2023-0173,Product Manager,N,91186,"Medellin, Colombia",N,9,4,2023-06-22
DN-2023-0174,Data Scientist,N,119725,"Ho Chi Minh City, Vietnam",Y,8,4,2023-06-23
DN-2023-0175,Graphic Designer,Y,79817,"Tallinn, Estonia",Y,4,3,2023-06-24
DN-2023-0176,Data Scientist,Y,97859,"Ho Chi Minh City, Vietnam",N,6,3,2023-06-25
DN-2023-0177,Data Scientist,N,116060,"Ho Chi Minh City, Vietnam",N,4,6,2023-06-26
DN-2023-0178,Software Developer,Y,90816,"Tallinn, Estonia",N,10,1,2023-06-27
DN-2023-0179,Software Developer,Y,72480,"Bangkok, Thailand",Y,8,2,2023-06-28
DN-2023-0180,DevOps Engineer,Y,91525,"Lisbon, Portugal",Y,10,4,2023-06-29
DN-2023-0181,Data Analyst,Y,95169,"Mexico City, Mexico",N,8,5,2023-06-30
DN-2023-0182,Product Manager,Y,66287,"Bali, Indonesia",Y,5,3,2023-07-01
DN-2023-0183,Data Scientist,Y,95669,"Bangkok, Thailand",N,5,2,2023-07-02
DN-2023-0184,Data Scientist,Y,70919,"Dubai, UAE",N,4,1,2023-07-03
DN-2023-0185,UX Designer,Y,91805,"Medellin, Colombia",N,8,2,2023-07-04
DN-2023-0186,Software Developer,Y,78845,"Medellin, Colombia",Y,8,4,2023-07-05
DN-2023-0187,Product Manager,Y,95220,"Bali, Indonesia",Y,7,2,2023-07-06
DN-2023-0188,SEO Specialist,N,114578,"Medellin, Colombia",N,9,4,2023-07-07
DN-2023-0189,DevOps Engineer,Y,63157,"Tallinn, Estonia",N,3,6,2023-07-08
DN-2023-0190,Data Analyst,Y,83473,"Medellin, Colombia",Y,5,3,2023-07-09
DN-2023-0191,Digital Marketer,N,84037,"Mexico City, Mexico",Y,10,3,2023-07-10
DN-2023-0192,Data Analyst,Y,89742,"Medellin, Colombia",Y,5,4,2023-07-11
DN-2023-0193,Graphic Designer,Y,85382,"Ho Chi Minh City, Vietnam",N,6,5,2023-07-12
DN-2023-0194,Data Scientist,Y,73327,"Bangkok, Thailand",N,9,3,2023-07-13
DN-2023-0195,DevOps Engineer,N,67262,"Tallinn, Estonia",N,5,5,2023-07-14
DN-2023-0196,Graphic Designer,Y,50540,"Lisbon, Portugal",Y,8,4,2023-07-15
DN-2023-0197,Product Manager,Y,81371,"Medellin, Colombia",N,4,6,2023-07-16
DN-2023-0198,Digital Marketer,N,89413,"Berlin, Germany",Y,8,4,2023-07-17
DN-2023-0199,Software Developer,Y,81468,"Berlin, Germany",Y,7,6,2023-07-18
DN-2023-0200,DevOps Engineer,Y,125337,"Berlin, Germany",N,4,3,2023-07-19
DN-2023-0201,DevOps Engineer,Y,133646,"Medellin, Colombia",Y,5,5,2023-07-20
DN-2023-0202,Data Scientist,Y,125998,"Dubai, UAE",Y,4,4,2023-07-21
DN-2023-0203,Content Creator,Y,93808,"Ho Chi Minh City, Vietnam",N,10,3,2023-07-22
DN-2023-0204,DevOps Engineer,Y,114621,"Barcelona, Spain",Y,9,6,2023-07-23
DN-2023-0205,UX Designer,N,112384,"Medellin, Colombia",Y,9,4,2023-07-24
DN-2023-0206,Digital Marketer,Y,95134,"Dubai, UAE",Y,7,6,2023-07-25
DN-2023-0207,Digital Marketer,Y,91890,"Barcelona, Spain",Y,10,2,2023-07-26
DN-2023-0208,UX Designer,Y,79099,"Bali, Indonesia",N,8,6,2023-07-27
DN-2023-0209,SEO Specialist,Y,71342,"Mexico City, Mexico",Y,5,2,2023-07-28
DN-2023-0210,UX Designer,Y,49558,"Ho Chi Minh City, Vietnam",N,9,3,2023-07-29
DN-2023-0211,UX Designer,N,85126,"Medellin, Colombia",Y,9,4,2023-07-30
DN-2023-0212,Digital Marketer,Y,90402,"Bangkok, Thailand",Y,5,3,2023-07-31
DN-2023-0213,Data Analyst,N,89590,"Tallinn, Estonia",Y,4,1,2023-08-01
DN-2023-0214,Digital Marketer,N,58693,"Bangkok, Thailand",N,3,6,2023-08-02
DN-2023-0215,Content Creator,Y,60732,"Bangkok, Thailand",Y,8,3,2023-08-03
DN-2023-0216,Data Scientist,N,90768,"Bali, Indonesia",N,8,3,2023-08-04
DN-2023-0217,Graphic Designer,Y,62372,"Tallinn, Estonia",Y,5,2,2023-08-05
DN-2023-0218,Data Analyst,Y,80836,"Bali, Indonesia",N,4,6,2023-08-06
DN-2023-0219,Software Developer,Y,84713,"Barcelona, Spain",N,7,2,2023-08-07
DN-2023-0220,Graphic Designer,Y,50399,"Bali, Indonesia",N,7,4,2023-08-08
DN-2023-0221,Data Scientist,Y,107592,"Berlin, Germany",N,6,3,2023-08-09
DN-2023-0222,Content Creator,Y,73896,"Mexico City, Mexico",N,9,6,2023-08-10
DN-2023-0223,Content Creator,Y,62212,"Berlin, Germany",N,8,3,2023-08-11
DN-2023-0224,Software Developer,Y,92362,"Medellin, Colombia",Y,9,4,2023-08-12
DN-2023-0225,Data Analyst,Y,98688,"Barcelona, Spain",Y,10,5,2023-08-13
DN-2023-0226,SEO Specialist,N,58047,"Dubai, UAE",N,6,4,2023-08-14
DN-2023-0227,UX Designer,N,111204,"Barcelona, Spain",Y,10,2,2023-08-15
DN-2023-0228,Data Analyst,Y,63557,"Dubai, UAE",Y,6,2,2023-08-16
DN-2023-0229,SEO Specialist,Y,65485,"Mexico City, Mexico",Y,4,3,2023-08-17
DN-2023-0230,Content Creator,N,73855,"Bali, Indonesia",Y,9,2,2023-08-18
DN-2023-0231,Digital Marketer,N,37119,"Bali, Indonesia",N,3,6,2023-08-19
DN-2023-0232,Data Scientist,N,110236,"Tallinn, Estonia",Y,7,4,2023-08-20
DN-2023-0233,Software Developer,Y,89672,"Medellin, Colombia",N,6,3,2023-08-21
DN-2023-0234,Data Scientist,Y,50848,"Bangkok, Thailand",N,10,4,2023-08-22
DN-2023-0235,Product Manager,Y,109923,"Lisbon, Portugal",N,7,4,2023-08-23
DN-2023-0236,Product Manager,Y,78437,"Barcelona, Spain",Y,9,3,2023-08-24
DN-2023-0237,Data Analyst,N,92551,"Barcelona, Spain",Y,9,5,2023-08-25
DN-2023-0238,Content Creator,N,55143,"Medellin, Colombia",N,8,2,2023-08-26
DN-2023-0239,Content Creator,Y,65850,"Berlin, Germany",N,5,1,2023-08-27
DN-2023-0240,UX Designer,N,100499,"Ho Chi Minh City, Vietnam",N,4,1,2023-08-28
DN-2023-0241,UX Designer,Y,92011,"Medellin, Colombia",Y,8,1,2023-08-29
DN-2023-0242,UX Designer,Y,79121,"Lisbon, Portugal",Y,10,2,2023-08-30
DN-2023-0243,Digital Marketer,Y,63435,"Bali, Indonesia",N,8,5,2023-08-31
DN-2023-0244,Graphic Designer,N,69180,"Dubai, UAE",Y,10,4,2023-09-01
DN-2023-0245,DevOps Engineer,Y,100569,"Berlin, Germany",N,4,3,2023-09-02
DN-2023-0246,Graphic Designer,N,75044,"Berlin, Germany",N,4,5,2023-09-03
DN-2023-0247,Data Scientist,N,109220,"Tallinn, Estonia",N,9,1,2023-09-04
DN-2023-0248,Graphic Designer,Y,43044,"Mexico City, Mexico",Y,8,6,2023-09-05
DN-2023-0249,Digital Marketer,Y,78744,"Lisbon, Portugal",Y,6,2,2023-09-06
DN-2023-0250,Data Scientist,N,80798,"Berlin, Germany",N,7,2,2023-09-07
DN-2023-0251,Graphic Designer,Y,67175,"Lisbon, Portugal",N,9,3,2023-09-08
DN-2023-0252,Digital Marketer,N,64701,"Medellin, Colombia",N,7,6,2023-09-09
DN-2023-0253,DevOps Engineer,N,106849,"Dubai, UAE",N,6,4,2023-09-10
DN-2023-0254,Graphic Designer,Y,53536,"Dubai, UAE",N,10,5,2023-09-11
DN-2023-0255,Digital Marketer,Y,38176,"Barcelona, Spain",N,5,6,2023-09-12
DN-2023-0256,UX Designer,N,108481,"Bali, Indonesia",Y,8,5,2023-09-13
DN-2023-0257,Content Creator,Y,62959,"Barcelona, Spain",Y,9,5,2023-09-14
DN-2023-0258,UX Designer,Y,104464,"Berlin, Germany",Y,10,4,2023-09-15
DN-2023-0259,Content Creator,Y,36982,"Mexico City, Mexico",Y,8,4,2023-09-16
DN-2023-0260,Software Developer,Y,73428,"Barcelona, Spain",Y,5,4,2023-09-17
DN-2023-0261,Software Developer,N,83239,"Barcelona, Spain",Y,9,3,2023-09-18
DN-2023-0262,Software Developer,N,85404,"Barcelona, Spain",N,7,2,2023-09-19
DN-2023-0263,DevOps Engineer,Y,63554,"Lisbon, Portugal",Y,10,1,2023-09-20
DN-2023-0264,UX Designer,Y,89972,"Medellin, Colombia",Y,8,4,2023-09-21
DN-2023-0265,Content Creator,Y,93641,"Mexico City, Mexico",Y,9,2,2023-09-22
DN-2023-0266,Digital Marketer,N,89491,"Dubai, UAE",N,4,4,2023-09-23
DN-2023-0267,Data Scientist,Y,97247,"Tallinn, Estonia",Y,5,1,2023-09-24
DN-2023-0268,Digital Marketer,Y,51926,"Lisbon, Portugal",Y,9,6,2023-09-25
DN-2023-0269,Data Scientist,Y,76644,"Berlin, Germany",Y,10,4,2023-09-26
DN-2023-0270,Product Manager,Y,85194,"Mexico City, Mexico",N,7,2,2023-09-27
DN-2023-0271,Digital Marketer,N,69404,"Dubai, UAE",N,9,3,2023-09-28
DN-2023-0272,Graphic Designer,Y,72378,"Mexico City, Mexico",N,3,6,2023-09-29
DN-2023-0273,Graphic Designer,Y,71814,"Ho Chi Minh City, Vietnam",Y,8,6,2023-09-30
DN-2023-0274,Data Analyst,Y,120463,"Ho Chi Minh City, Vietnam",N,3,6,2023-10-01
DN-2023-0275,UX Designer,N,66421,"Barcelona, Spain",Y,7,1,2023-10-02
DN-2023-0276,Data Scientist,Y,95827,"Barcelona, Spain",Y,5,2,2023-10-03
DN-2023-0277,Data Scientist,Y,62168,"Ho Chi Minh City, Vietnam",Y,10,5,2023-10-04
DN-2023-0278,UX Designer,Y,35196,"Tallinn, Estonia",Y,4,5,2023-10-05
DN-2023-0279,DevOps Engineer,N,113345,"Dubai, UAE",N,6,5,2023-10-06
DN-2023-0280,Data Analyst,Y,89033,"Berlin, Germany",Y,7,3,2023-10-07
DN-2023-0281,DevOps Engineer,Y,74735,"Bali, Indonesia",Y,7,4,2023-10-08
DN-2023-0282,DevOps Engineer,Y,97250,"Bali, Indonesia",Y,8,4,2023-10-09
DN-2023-0283,DevOps Engineer,N,88987,"Lisbon, Portugal",Y,5,4,2023-10-10
DN-2023-0284,UX Designer,Y,63104,"Tallinn, Estonia",N,6,3,2023-10-11
DN-2023-0285,DevOps Engineer,N,88313,"Tallinn, Estonia",N,6,5,2023-10-12
DN-2023-0286,Graphic Designer,Y,44689,"Berlin, Germany",N,7,6,2023-10-13
DN-2023-0287,Software Developer,Y,65010,"Mexico City, Mexico",Y,4,4,2023-10-14
DN-2023-0288,Product Manager,Y,78683,"Bali, Indonesia",Y,3,6,2023-10-15
DN-2023-0289,Data Scientist,N,116764,"Mexico City, Mexico",Y,5,6,2023-10-16
DN-2023-0290,Data Scientist,Y,32400,"Mexico City, Mexico",N,5,3,2023-10-17
DN-2023-0291,Product Manager,N,90537,"Tallinn, Estonia",N,4,3,2023-10-18
DN-2023-0292,UX Designer,N,58246,"Mexico City, Mexico",N,7,2,2023-10-19
DN-2023-0293,Digital Marketer,Y,58379,"Bali, Indonesia",Y,9,4,2023-10-20
DN-2023-0294,UX Designer,N,76436,"Dubai, UAE",Y,8,5,2023-10-21
